"Churned","Membership_Years","Signup_Quarter","Login_Frequency","Session_Duration_Avg","Total_Purchases","Days_Since_Last_purchase","Average_Order_Value","Cart_Abandonment_Rate","Customer_Service_calls","Returns_Rate","Discount_Usage_Rate","Product_Reviews_Written"
1,5.1,Q2,0.0,15.8,5.0,8.0,73.36,75.3,5.0,2.9,21.4,1.0
0,7.3,Q2,0.0,,3.0,4.0,107.17,68.4,6.0,6.4,80.0,0.0
0,0.9,Q3,16.0,,15.0,31.0,58.83,62.6,6.0,3.0,43.6,4.0
0,0.1,Q2,8.0,21.4,7.0,15.0,97.66,54.3,3.0,3.9,61.1,3.0
0,1.9,Q3,15.0,24.2,14.0,5.0,138.73,59.6,4.0,10.3,24.4,4.0
0,3.6,Q3,13.0,30.1,11.0,23.0,78.78,48.7,2.0,1.4,,5.0
0,7.2,Q3,10.0,15.8,7.0,60.0,156.16,60.0,7.0,5.6,,0.0
0,2.0,Q2,32.0,67.2,34.0,18.0,100.36,17.3,2.0,3.5,12.2,8.0
0,1.8,Q4,17.0,23.8,14.3,78.0,115.16,72.0,2.0,3.0,30.479999999999997,3.0
1,2.4,Q4,12.0,35.6,13.0,9.0,203.28,61.5,6.0,5.6,6.0,4.0
0,1.7,Q4,10.0,27.7,15.600000000000001,14.0,130.26,53.6,5.0,5.7,39.12,2.0
0,6.3,Q4,12.0,26.6,11.700000000000001,1.0,78.72,57.6,9.0,6.6,4.68,2.0
0,2.0,Q2,43.0,60.7,27.0,0.0,121.93,1.9,2.0,22.2,42.3,10.0
0,0.4,Q3,10.0,12.2,9.0,14.0,136.91,46.0,7.0,0.6,69.3,0.0
0,0.6,Q2,9.0,32.9,16.0,52.0,71.18,56.1,5.0,2.7,43.7,6.0
0,5.1,Q1,33.0,62.5,26.0,38.0,48.28,0.0,1.0,14.7,38.1,9.0
0,1.3,Q1,11.0,13.2,4.0,55.0,88.31,86.7,7.0,5.9,11.0,0.0
1,8.6,Q1,0.0,,1.0,137.0,172.59,82.2,6.0,3.0,,0.0
0,2.3,Q2,10.0,19.8,12.0,52.0,106.95,51.2,5.0,13.2,,0.0
0,0.5,Q1,13.0,35.5,14.0,5.0,237.94,61.8,4.0,14.8,42.9,1.0
0,3.9,Q3,11.0,35.0,20.0,46.0,112.45,41.6,3.0,2.2,50.2,5.0
1,2.5,Q1,20.0,32.4,15.0,,266.7,47.7,10.0,2.4,15.9,5.0
0,9.4,Q3,17.0,29.7,14.0,4.0,111.32,41.2,7.0,6.7,46.5,2.0
0,0.7,Q2,14.0,32.4,14.0,39.0,112.96,55.7,3.0,3.2,6.1,3.0
0,2.5,Q3,0.0,,4.0,1.0,117.3,67.5,6.0,4.5,43.8,1.0
0,1.2,Q1,8.0,16.6,12.0,7.0,56.79,49.1,7.0,9.4,47.6,3.0
0,0.5,Q1,8.0,38.5,12.0,33.0,116.59,53.1,3.0,1.2,16.6,3.0
1,8.8,Q1,2.0,9.4,2.0,91.0,202.06,77.4,9.0,3.9,23.7,1.0
0,3.9,Q1,19.0,41.6,20.0,64.0,148.09,41.9,5.0,7.2,31.3,3.0
0,0.6,Q2,15.0,30.8,20.0,21.0,152.36,37.3,5.0,0.7,59.3,3.0
0,5.1,Q3,7.0,16.4,11.0,11.0,149.85,65.9,9.0,,29.0,1.0
1,2.6,Q2,11.0,28.4,16.0,40.0,128.0,49.2,6.0,8.1,20.2,3.0
0,1.8,Q3,6.0,33.2,10.0,27.0,108.09,53.4,6.0,4.9,35.7,3.0
0,0.6,Q2,7.0,,13.0,4.0,119.13,61.5,5.0,2.6,10.9,4.0
0,0.7,Q2,13.0,24.5,13.0,36.0,83.23,53.6,6.0,15.9,51.6,1.0
0,1.1,Q4,8.0,20.4,14.3,61.0,139.02,67.5,4.0,3.4,63.0,2.0
0,0.2,Q4,17.0,14.9,20.8,12.0,88.31,72.2,5.0,15.3,53.16,1.0
1,2.7,Q3,0.0,15.0,4.0,,261.77,66.1,9.0,6.8,34.7,0.0
1,2.7,Q1,1.0,13.0,4.0,7.0,103.35,66.3,6.0,21.5,12.9,0.0
0,4.2,Q4,11.0,25.8,18.2,7.0,82.89,51.7,7.0,9.6,,4.0
0,5.3,Q4,15.0,31.7,15.600000000000001,6.0,141.72,56.1,3.0,4.8,63.0,2.0
0,4.2,Q1,19.0,13.8,9.0,23.0,101.73,59.9,3.0,3.3,39.6,2.0
0,5.5,Q4,9.0,18.4,9.1,40.0,138.62,67.0,7.0,0.9,73.08,1.0
0,3.0,Q1,6.0,21.4,11.0,33.0,88.81,55.0,9.0,7.9,8.6,1.0
1,0.7,Q3,0.0,,6.0,11.0,152.09,73.8,8.0,13.5,23.7,1.0
0,2.6,Q1,9.0,36.4,14.0,29.0,50.51,26.4,6.0,1.7,72.7,7.0
1,3.7,Q4,0.0,,5.2,8.0,74.91,92.0,14.0,4.2,17.52,0.0
0,5.8,Q4,0.0,,9.1,33.0,159.89,69.5,7.0,,,
0,3.6,Q1,12.0,16.5,7.0,12.0,186.81,66.1,8.0,6.9,21.6,1.0
0,3.3,Q2,14.0,25.9,15.0,57.0,194.48,48.8,4.0,4.1,13.8,3.0
0,4.7,Q3,6.0,21.4,8.0,20.0,125.57,69.2,3.0,2.8,40.4,3.0
0,6.9,Q1,2.0,29.3,11.0,10.0,69.57,49.2,8.0,9.6,,3.0
0,4.3,Q3,10.0,23.3,11.0,24.0,44.08,60.6,6.0,13.9,,2.0
0,3.5,Q1,17.0,32.5,12.0,62.0,148.93,55.5,5.0,12.1,48.9,6.0
0,0.8,Q4,7.0,23.5,15.600000000000001,19.0,154.3,54.0,7.0,,44.64,1.0
0,6.2,Q3,20.0,20.9,10.0,,36.69,73.3,8.0,,41.3,2.0
1,3.2,Q4,5.0,22.4,5.2,6.0,83.37,79.7,5.0,17.2,110.88000000000001,2.0
0,1.8,Q4,14.0,14.5,10.4,4.0,57.12,81.4,10.0,0.1,60.35999999999999,5.0
1,4.9,Q4,4.0,22.6,13.0,46.0,124.47,65.9,6.0,3.2,71.16,3.0
0,1.0,Q4,10.0,34.4,15.600000000000001,40.0,81.97,70.6,6.0,,23.76,1.0
0,3.5,Q1,14.0,18.0,14.0,78.0,65.06,55.1,11.0,7.5,12.9,5.0
0,0.9,Q1,23.0,36.7,16.0,50.0,183.54,52.8,4.0,1.5,43.2,2.0
0,4.3,Q3,0.0,26.6,15.0,,232.28,76.2,3.0,3.1,12.2,3.0
0,1.7,Q2,5.0,,9.0,43.0,164.72,61.1,7.0,8.8,65.1,4.0
1,2.5,Q1,2.0,9.1,11.0,225.0,107.15,79.2,4.0,,51.4,
0,4.6,Q3,10.0,36.6,14.0,81.0,61.59,47.4,7.0,,44.1,3.0
0,5.1,Q4,2.0,20.5,11.700000000000001,20.0,212.51,48.7,8.0,4.5,55.559999999999995,2.0
0,2.2,Q3,16.0,37.7,14.0,6.0,103.81,42.8,3.0,2.5,69.6,3.0
0,1.2,Q4,12.0,18.3,13.0,19.0,108.96,45.5,5.0,6.2,44.52,0.0
0,1.9,Q1,20.0,40.1,19.0,26.0,47.73,35.0,3.0,,60.4,6.0
1,6.4,Q2,8.0,21.4,17.0,9.0,126.75,52.4,8.0,9.4,6.9,3.0
0,5.4,Q4,3.0,10.9,5.2,45.0,73.13,54.8,3.0,1.0,36.72,0.0
1,0.4,Q3,3.0,12.9,5.0,44.0,174.28,75.1,8.0,9.8,73.6,2.0
0,4.5,Q1,15.0,17.9,10.0,11.0,75.2,48.5,4.0,,14.3,3.0
0,3.1,Q2,10.0,24.3,8.0,1.0,96.95,56.9,9.0,12.6,5.5,0.0
1,1.4,Q2,7.0,,13.0,45.0,70.69,84.7,9.0,,23.8,1.0
1,10.0,Q4,18.0,33.8,22.1,43.0,171.83,31.3,8.0,,39.6,6.0
0,1.8,Q2,29.0,45.1,21.0,19.0,129.82,52.0,2.0,13.5,60.2,8.0
0,4.4,Q3,9.0,24.6,7.0,10.0,67.9,51.4,3.0,18.4,23.4,1.0
1,0.3,Q1,17.0,21.3,8.0,11.0,101.2,93.0,8.0,1.5,39.1,1.0
0,2.1,Q3,7.0,19.0,9.0,59.0,108.82,59.9,7.0,9.3,82.7,2.0
1,3.7,Q3,20.0,31.9,24.0,6.0,136.29,42.3,8.0,14.5,,3.0
0,4.9,Q2,29.0,53.2,22.0,,114.45,15.1,3.0,7.4,20.5,10.0
0,2.8,Q4,17.0,29.0,10.4,,56.98,67.5,5.0,10.4,67.55999999999999,3.0
0,4.1,Q1,14.0,23.2,7.0,9.0,102.67,55.6,7.0,15.8,2.4,0.0
0,2.6,Q1,0.0,23.1,6.0,21.0,87.64,66.3,3.0,3.6,34.7,3.0
0,1.8,Q3,14.0,30.6,15.0,2.0,95.88,36.6,3.0,0.7,,6.0
0,7.9,Q3,0.0,18.1,6.0,0.0,120.99,64.1,8.0,11.9,36.9,0.0
0,0.4,Q1,13.0,23.0,14.0,2.0,114.93,57.4,3.0,16.6,50.8,6.0
0,2.5,Q2,0.0,14.9,14.0,14.0,94.9,61.7,4.0,26.6,,1.0
1,1.0,Q1,5.0,31.4,9.0,11.0,78.43,61.1,8.0,21.1,19.7,0.0
0,2.3,Q3,18.0,29.6,22.0,25.0,150.0,49.0,1.0,5.2,64.7,4.0
0,3.6,Q1,14.0,29.6,17.0,99.0,97.21,54.6,10.0,9.5,70.4,3.0
0,2.8,Q4,6.0,25.2,7.800000000000001,21.0,60.97,68.6,2.0,2.6,72.0,1.0
1,1.8,Q1,6.0,18.4,11.0,45.0,110.49,82.8,10.0,19.8,71.9,1.0
0,5.4,Q3,23.0,41.9,21.0,4.0,81.3,50.6,3.0,6.0,43.0,4.0
0,2.5,Q2,11.0,18.2,6.0,0.0,90.94,59.3,3.0,5.5,33.8,3.0
1,3.1,Q1,0.0,,8.0,101.0,99.35,65.7,2.0,7.0,56.0,3.0
0,0.16997998562236774,Q1,3.0,13.2,57.0,72.0,154.23,53.8,6.0,95.91722508123348,49.9,3.0
0,6.4,Q4,8.0,24.5,11.700000000000001,2.0,116.34,60.8,3.0,5.3,45.48,0.0
0,3.1,Q3,5.0,17.8,9.0,9.0,41.1,69.2,4.0,4.6,8.9,2.0
0,5.1,Q2,8.0,19.1,9.0,,94.91,71.0,3.0,13.5,55.0,0.0
0,2.4,Q2,10.0,17.9,8.0,7.0,182.68,40.5,7.0,3.7,20.8,4.0
0,0.6,Q2,15.0,31.7,18.0,61.0,54.81,68.0,10.0,,67.4,2.0
1,1.5,Q1,0.0,18.5,9.0,51.0,129.63,90.2,13.0,1.2,36.0,0.0
0,2.8,Q3,13.0,28.4,16.0,9.0,101.89,51.9,4.0,9.7,13.4,5.0
0,1.7,Q4,11.0,21.1,11.700000000000001,17.0,94.42,65.7,8.0,2.2,71.16,3.0
1,1.4,Q3,2.0,24.2,10.0,,158.66,75.2,9.0,4.5,30.8,1.0
0,4.1,Q1,9.0,14.5,8.0,0.0,172.28,78.2,6.0,8.9,52.9,
1,6.6,Q1,5.0,17.0,4.0,112.0,125.96,65.0,10.0,10.9,45.0,1.0
0,1.6,Q2,12.0,,13.0,67.0,78.84,65.4,5.0,17.5,,2.0
0,0.5,Q2,16.0,29.6,14.0,22.0,98.11,55.7,10.0,8.1,95.2,2.0
1,1.8,Q4,9.0,21.8,7.800000000000001,60.0,68.81,72.3,7.0,5.0,66.72,2.0
1,2.3,Q4,15.0,38.2,24.7,2.0,177.82,57.0,7.0,,75.36,5.0
0,2.6,Q2,5.0,27.2,8.0,35.0,97.22,53.1,7.0,5.3,77.6,2.0
1,5.9,Q2,10.0,16.3,8.0,80.0,146.81,59.6,7.0,10.7,,3.0
0,3.9,Q4,0.0,21.4,11.700000000000001,51.0,116.96,49.9,4.0,2.8,,2.0
1,0.8,Q2,6.0,16.7,5.0,73.0,116.34,64.9,8.0,19.8,21.1,1.0
0,3.0,Q1,7.0,41.7,11.0,69.0,114.16,40.8,5.0,7.2,20.4,5.0
1,10.0,Q2,6.0,15.6,7.0,5.0,114.81,66.9,6.0,12.4,73.0,1.0
0,3.8,Q4,13.0,30.0,24.7,6.0,103.05,46.4,5.0,2.5,34.32,7.0
1,4.4,Q1,12.0,30.8,14.0,10.0,231.83,42.1,7.0,4.3,55.8,3.0
0,2.7,Q4,12.0,36.0,22.1,11.0,200.72,49.4,4.0,1.3,54.84,6.0
0,3.3,Q1,21.0,38.6,18.0,11.0,100.95,52.6,3.0,2.8,17.1,5.0
0,1.9,Q3,4.0,24.8,8.0,44.0,97.12,62.3,9.0,4.2,27.9,3.0
1,2.0,Q3,7.0,11.0,5.0,124.0,121.92,46.1,8.0,6.1,61.3,2.0
0,2.1,Q2,6.0,14.5,8.0,0.0,109.04,81.8,6.0,0.8,,3.0
0,2.7,Q3,8.0,37.1,19.0,62.0,91.74,53.4,2.0,13.8,32.2,3.0
1,4.9,Q2,14.0,27.3,14.0,2.0,128.97,46.0,8.0,0.4,54.5,5.0
1,2.1,Q1,9.0,13.8,6.0,,93.14,71.4,4.0,5.6,17.9,2.0
0,3.7,Q3,4.0,29.3,8.0,22.0,121.23,63.3,6.0,6.7,,0.0
0,3.7,Q2,11.0,22.2,8.0,2.0,189.55,50.0,3.0,5.5,17.8,2.0
1,6.0,Q4,17.0,39.7,20.8,6.0,119.06,26.2,10.0,8.3,24.12,6.0
1,5.0,Q1,5.0,27.6,7.0,,194.82,63.1,7.0,7.8,57.5,
0,0.5,Q3,12.0,12.1,15.0,44.0,46.23,62.1,5.0,3.4,14.2,2.0
0,0.6,Q1,22.0,25.9,13.0,4.0,124.29,46.1,5.0,3.1,51.3,1.0
0,1.1,Q1,11.0,30.7,10.0,7.0,123.79,67.6,3.0,1.1,52.9,5.0
0,4.0,Q4,0.0,8.2,7.800000000000001,14.0,80.96,69.3,7.0,6.4,101.39999999999999,2.0
0,1.3,Q4,5.0,17.5,14.3,6.0,230.06,36.7,3.0,6.4,28.08,4.0
0,7.7,Q1,3.0,16.8,9.0,20.0,96.85,66.5,6.0,6.5,14.2,1.0
1,2.2,Q4,0.0,16.6,5.2,19.0,81.59,67.9,10.0,14.9,28.799999999999997,0.0
1,3.6,Q2,7.0,25.1,11.0,5.0,219.79,65.4,6.0,2.6,3.9,3.0
0,2.9,Q2,18.0,43.0,21.0,2.0,65.45,44.7,3.0,,27.3,3.0
0,3.1,Q1,17.0,39.9,14.0,123.0,105.65,36.0,8.0,8.8,,3.0
0,6.8,Q4,0.0,16.2,10.4,16.0,164.1,52.7,7.0,2.6,32.279999999999994,2.0
1,0.8,Q3,18.0,9.2,8.0,12.0,126.66,62.8,11.0,1.8,41.4,2.0
0,2.9,Q4,25.0,48.1,24.7,2.0,147.66,43.0,3.0,4.9,13.799999999999999,3.0
0,5.8,Q2,5.0,33.4,16.0,1.0,128.01,52.9,6.0,12.3,20.5,2.0
0,2.6,Q2,7.0,14.2,14.0,32.0,95.29,64.8,7.0,1.7,57.6,3.0
0,3.3,Q4,10.0,39.3,16.900000000000002,134.0,78.31,48.8,4.0,,73.08,3.0
0,4.3,Q2,10.0,24.1,8.0,43.0,58.44,58.3,5.0,1.9,41.5,2.0
1,4.5,Q4,3.0,26.8,13.0,48.0,72.92,78.7,8.0,9.3,37.8,4.0
1,3.1,Q2,10.0,15.1,4.0,11.0,138.35,78.7,12.0,2.6,,0.0
0,0.3,Q3,0.0,16.9,9.0,7.0,65.33,67.6,6.0,2.3,47.1,2.0
0,2.3,Q1,10.0,21.1,8.0,4.0,97.46,71.1,4.0,0.1,33.0,3.0
0,1.5,Q1,10.0,17.4,3.0,66.0,152.07,77.1,3.0,10.0,37.8,1.0
0,2.7,Q3,17.0,25.2,8.0,,114.88,59.8,3.0,2.5,36.7,5.0
0,7.7,Q2,7.0,28.6,16.0,19.0,125.86,35.3,3.0,6.5,34.9,5.0
0,4.2,Q4,8.0,14.7,10.4,1.0,158.43,67.6,9.0,18.9,19.56,0.0
0,2.4,Q2,15.0,34.1,15.0,46.0,111.46,29.8,5.0,6.6,,5.0
0,1.3,Q1,8.0,26.3,9.0,15.0,90.35,77.2,5.0,0.7,13.7,0.0
0,1.6,Q4,18.0,22.5,13.0,14.0,95.88,54.5,4.0,3.6,105.6,1.0
1,1.2,Q4,18.0,39.1,24.7,7.0,223.09,45.4,7.0,1.8,58.44,4.0
0,3.0,Q4,5.0,,16.900000000000002,3.0,91.72,68.9,6.0,10.7,67.67999999999999,3.0
1,2.2,Q2,15.0,35.4,14.0,16.0,165.64,52.3,9.0,1.5,44.9,4.0
0,1.5,Q2,30.0,53.0,21.0,1.0,136.54,15.5,4.0,4.4,62.4,5.0
0,4.5,Q1,2.0,11.5,7.0,3.0,106.3,70.0,4.0,0.7,60.9,2.0
1,2.9,Q2,24.0,46.6,21.0,36.0,185.55,13.8,6.0,7.5,34.4,5.0
1,3.6,Q2,5.0,,7.0,28.0,55.74,72.0,8.0,17.3,59.7,0.0
0,1.9,Q4,15.0,29.4,23.400000000000002,3.0,59.88,36.4,5.0,1.5,69.47999999999999,3.0
0,3.5,Q3,19.0,25.9,14.0,61.0,199.94,61.5,5.0,2.4,27.8,6.0
0,0.9,Q3,4.0,23.0,7.0,4.0,190.2,72.1,6.0,4.0,72.3,2.0
0,2.9,Q3,11.0,43.2,17.0,2.0,98.86,23.1,2.0,10.0,33.2,5.0
1,0.7,Q2,20.0,51.0,20.0,87.0,175.88,36.2,2.0,4.8,9.6,9.0
0,1.3,Q3,2.0,12.8,8.0,46.0,99.29,56.1,7.0,1.1,89.3,1.0
0,1.4,Q1,0.0,27.0,6.0,19.0,199.93,48.3,7.0,3.8,21.6,2.0
0,2.4,Q3,18.0,43.7,22.0,2.0,117.74,28.7,2.0,15.1,36.9,1.0
1,10.0,Q3,15.0,40.5,18.0,50.0,116.04,40.4,6.0,11.6,24.8,5.0
0,3.9,Q2,3.0,31.1,8.0,51.0,122.44,51.5,7.0,3.4,50.5,1.0
0,1.1,Q1,18.0,21.0,22.0,10.0,132.25,41.2,3.0,2.1,40.1,6.0
0,0.6,Q4,5.0,17.6,13.0,23.0,105.38,59.2,3.0,,65.64,4.0
0,1.4,Q3,10.0,25.6,16.0,4.0,158.67,36.6,2.0,1.5,5.7,6.0
1,1.3,Q3,0.0,13.6,6.0,5.0,77.7,73.3,5.0,14.2,50.8,1.0
0,3.6,Q2,18.0,35.8,19.0,24.0,76.07,49.0,2.0,7.5,25.5,10.0
0,4.4,Q1,4.0,7.2,7.0,45.0,111.69,67.5,7.0,5.4,63.8,1.0
1,2.1,Q2,0.0,8.0,7.0,30.0,164.95,71.0,7.0,7.1,27.2,0.0
0,3.1,Q2,15.0,18.0,7.0,16.0,128.31,66.7,3.0,3.5,36.1,
0,2.4,Q4,23.0,55.2,23.400000000000002,4.0,98.88,39.4,2.0,3.6,72.72,5.0
0,2.8,Q4,16.0,20.7,10.4,39.0,94.03,62.9,11.0,1.3,80.39999999999999,3.0
1,1.4,Q4,22.0,,16.900000000000002,10.0,148.82,68.4,7.0,7.3,56.04,2.0
0,2.5,Q1,15.0,27.6,19.0,8.0,106.52,50.8,7.0,1.2,77.9,2.0
1,1.0,Q4,10.0,34.9,23.400000000000002,16.0,124.69,41.6,6.0,11.9,44.879999999999995,6.0
1,1.8,Q2,3.0,7.3,5.0,4.0,174.55,72.8,10.0,6.6,69.8,1.0
0,2.4,Q3,6.0,5.3,4.0,13.0,148.13,58.6,11.0,,25.2,0.0
0,3.3,Q2,12.0,20.9,11.0,1.0,63.06,49.8,6.0,13.5,48.8,4.0
0,1.8,Q1,29.0,45.8,19.0,72.0,97.28,47.3,4.0,1.1,39.4,9.0
1,1.5,Q4,1.0,16.9,5.2,1.0,153.11,75.5,9.0,,,0.0
0,2.3,Q1,21.0,37.7,12.0,39.0,61.77,38.8,5.0,2.6,28.9,2.0
1,3.0,Q2,8.0,19.8,8.0,81.0,109.49,73.8,10.0,6.5,42.6,2.0
0,7.5,Q1,13.0,28.4,12.0,38.0,49.2,59.5,5.0,7.8,50.4,1.0
0,4.5,Q4,10.0,27.2,10.4,23.0,115.41,63.0,10.0,2.8,40.92,2.0
0,4.5,Q2,22.0,29.2,16.0,70.0,131.48,43.4,1.0,,53.9,1.0
1,2.0,Q3,21.0,36.0,15.0,44.0,202.37,53.4,7.0,16.2,36.1,2.0
0,2.4,Q2,13.0,17.5,12.0,16.0,69.1,63.5,2.0,9.9,18.6,0.0
0,4.6,Q2,10.0,40.8,14.0,38.0,133.93,53.0,7.0,11.5,44.8,6.0
0,2.4,Q4,13.0,15.0,11.700000000000001,8.0,102.91,80.6,6.0,8.8,60.72,0.0
0,1.5,Q4,18.0,43.9,28.6,28.0,55.59,39.4,4.0,6.5,8.4,5.0
1,3.5,Q4,7.0,11.6,6.5,24.0,94.88,79.6,5.0,2.1,37.32,2.0
0,7.0,Q3,19.0,47.4,15.0,7.0,93.15,48.9,4.0,1.8,38.0,5.0
1,5.9,Q3,17.0,50.4,23.0,33.0,85.4,23.8,2.0,1.1,10.6,7.0
1,4.7,Q3,8.0,12.4,9.0,7.0,163.52,73.8,6.0,20.2,45.9,3.0
0,1.9,Q3,18.0,8.9,10.0,3.0,64.75,50.7,8.0,1.8,5.8,3.0
0,4.1,Q2,0.0,,6.0,68.0,49.79,88.1,11.0,4.2,43.6,1.0
0,4.4,Q3,16.0,23.7,17.0,33.0,109.94,56.8,4.0,9.7,74.2,3.0
0,6.0,Q3,9.0,29.2,17.0,42.0,79.74,33.4,6.0,3.7,12.8,4.0
0,5.4,Q2,23.0,32.5,24.0,70.0,111.73,30.3,2.0,3.7,9.0,3.0
0,4.9,Q3,8.0,,8.0,6.0,53.83,75.6,7.0,1.6,41.7,0.0
0,5.9,Q4,6.0,25.3,9.1,18.0,135.64,75.1,3.0,5.0,72.72,4.0
1,1.5,Q3,11.0,21.3,6.0,72.0,96.34,71.7,4.0,3.9,30.9,4.0
1,1.7,Q2,37.0,56.4,28.0,26.0,107.88,5.4,3.0,16.4,47.2,
0,1.8,Q2,17.0,39.1,19.0,5.0,84.16,36.0,0.0,1.1,20.6,5.0
1,1.0,Q4,13.0,15.8,14.3,2.0,219.38,60.8,6.0,10.3,87.24,2.0
0,7.3,Q3,5.0,20.6,9.0,21.0,122.46,59.9,11.0,0.9,10.5,1.0
0,4.1,Q4,13.0,29.9,18.2,15.0,135.1,83.5,3.0,1.8,27.0,0.0
0,1.2,Q4,22.0,37.9,15.600000000000001,48.0,147.88,50.4,4.0,3.3,36.839999999999996,3.0
0,0.4,Q3,8.0,31.6,8.0,2.0,131.14,52.7,6.0,9.7,35.3,3.0
0,5.8,Q3,11.0,12.9,8.0,16.0,89.46,87.2,7.0,0.0,51.5,0.0
0,1.6,Q2,29.0,52.2,23.0,19.0,65.12,16.6,6.0,6.3,70.8,5.0
1,2.7,Q1,6.0,22.8,13.0,19.0,188.68,69.9,8.0,20.4,20.5,3.0
0,2.0,Q3,19.0,35.4,13.0,13.0,81.25,22.0,8.0,8.7,60.4,3.0
0,2.9,Q1,9.0,18.5,8.0,12.0,166.2,58.9,6.0,11.7,58.2,0.0
0,6.9,Q4,0.0,19.4,10.4,23.0,83.33,53.6,8.0,,45.84,1.0
1,3.8,Q3,5.0,25.0,13.0,,187.8,65.7,8.0,8.8,40.0,3.0
0,2.9,Q4,2.0,22.2,9.1,0.0,114.74,51.5,10.0,,97.44,5.0
1,0.7,Q2,1.0,5.5,1.0,24.0,94.85,86.4,15.0,0.9,,0.0
0,4.5,Q4,0.0,,5.2,15.0,90.98,65.4,6.0,3.3,60.959999999999994,0.0
0,2.2,Q4,9.0,23.1,11.700000000000001,11.0,115.81,60.8,12.0,12.5,54.48,0.0
0,2.4,Q3,9.0,29.3,12.0,14.0,71.56,53.4,1.0,1.1,10.8,2.0
1,4.2,Q1,0.0,23.1,6.0,126.0,112.39,62.9,3.0,12.4,34.7,0.0
0,3.4,Q3,2.0,13.1,8.0,1.0,135.95,68.1,8.0,4.6,35.5,2.0
0,1.4,Q3,13.0,29.0,12.0,50.0,105.11,58.0,4.0,3.0,,2.0
0,1.4,Q3,22.0,24.1,18.0,29.0,152.55,53.8,2.0,0.7,21.6,2.0
0,3.7,Q3,20.0,45.4,19.0,14.0,99.99,21.8,3.0,5.8,12.6,3.0
0,3.0,Q4,28.0,38.9,28.6,5.0,160.96,36.4,0.0,3.5,52.440000000000005,4.0
0,4.5,Q4,10.0,24.0,11.700000000000001,40.0,85.16,46.5,3.0,0.7,46.559999999999995,1.0
0,2.1,Q3,8.0,47.8,17.0,2.0,79.42,37.2,6.0,25.4,,5.0
0,3.0,Q2,26.0,49.7,20.0,15.0,148.36,23.9,5.0,,47.6,8.0
1,4.5,Q4,13.0,26.7,16.900000000000002,5.0,130.58,49.4,4.0,9.5,16.32,0.0
1,2.1,Q1,4.0,15.7,11.0,57.0,238.0,69.7,11.0,11.4,9.7,2.0
0,3.7,Q2,1.0,23.7,11.0,31.0,86.2,47.4,7.0,2.2,42.8,3.0
1,2.1,Q1,14.0,17.1,4.0,1.0,109.78,80.9,10.0,12.0,49.6,0.0
0,6.9,Q1,19.0,32.9,17.0,49.0,168.96,50.7,2.0,10.6,4.8,6.0
0,5.2,Q4,10.0,19.5,3.9000000000000004,2.0,122.75,68.0,8.0,10.0,34.68,0.0
1,3.5,Q1,1.0,21.2,4.0,7.0,92.05,73.6,7.0,12.2,14.0,1.0
0,3.3,Q2,3.0,21.4,14.0,2.0,88.72,79.3,9.0,8.6,45.3,
0,1.6,Q4,21.0,25.2,14.3,67.0,67.0,70.2,4.0,14.4,53.04,7.0
0,3.5,Q1,4.0,,9.0,15.0,83.05,60.7,6.0,3.7,29.4,
1,4.1,Q2,10.0,15.7,14.0,62.0,245.54,60.0,6.0,3.8,4.4,0.0
0,1.0,Q3,16.0,41.1,17.0,18.0,125.53,31.6,2.0,5.3,54.1,4.0
0,1.7,Q1,26.0,40.3,16.0,73.0,70.54,50.1,2.0,0.8,,5.0
1,2.8,Q4,6.0,,6.5,12.0,133.02,76.1,13.0,4.4,26.52,1.0
1,6.7,Q1,0.0,20.0,11.0,105.0,71.01,76.8,6.0,12.2,7.1,3.0
0,7.6,Q4,15.0,28.5,13.0,33.0,128.08,59.5,,17.3,60.84,2.0
0,7.6,Q4,21.0,33.4,19.5,29.0,113.32,43.3,8.0,2.8,33.12,3.0
1,2.8,Q1,19.0,,13.0,28.0,145.15,77.0,6.0,,24.8,2.0
1,6.1,Q1,8.0,36.1,13.0,24.0,233.08,64.5,8.0,10.0,57.3,5.0
1,3.8,Q3,8.0,16.9,10.0,35.0,70.14,76.9,9.0,2.0,15.7,0.0
0,2.4,Q3,17.0,38.1,15.0,4.0,79.89,53.9,8.0,1.5,29.9,2.0
0,1.1,Q1,8.0,23.8,8.0,18.0,135.27,70.0,7.0,14.0,18.3,0.0
0,2.6,Q1,5.0,27.3,9.0,3.0,132.06,70.6,7.0,7.7,36.9,0.0
1,3.4,Q2,14.0,30.8,21.0,18.0,112.16,45.5,9.0,2.3,54.6,1.0
1,2.4,Q4,0.0,33.8,37.7,42.0,108.28,60.9,6.0,,39.24,3.0
1,1.9,Q4,3.0,16.2,5.2,24.0,111.7,46.7,8.0,8.7,23.279999999999998,1.0
0,1.1,Q1,14.0,23.5,12.0,67.0,64.14,61.4,7.0,11.6,6.6,1.0
1,1.3,Q1,10.0,28.4,14.0,94.0,108.01,67.2,10.0,17.9,30.5,3.0
0,4.6,Q3,6.0,20.7,9.0,76.0,198.98,41.1,9.0,1.9,38.3,1.0
0,0.7,Q4,19.0,36.1,19.5,2.0,85.46,47.5,3.0,19.3,40.199999999999996,3.0
0,2.2,Q3,12.0,42.1,16.0,85.0,90.74,45.4,8.0,0.1,65.2,6.0
0,3.0,Q1,7.0,,10.0,49.0,127.84,60.5,8.0,,,4.0
